"icd_10_pcs","valid_flag","short_description","long_description"
"0BB28ZX",1,"Excision of Carina, Endo, Diagn","Excision of Carina, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BB28ZZ",1,"Excision of Carina, Endo","Excision of Carina, Via Natural or Artificial Opening Endoscopic"
"0BB30ZX",1,"Excision of Right Main Bronchus, Open Approach, Diagnostic","Excision of Right Main Bronchus, Open Approach, Diagnostic"
"0BB30ZZ",1,"Excision of Right Main Bronchus, Open Approach","Excision of Right Main Bronchus, Open Approach"
"0BB33ZX",1,"Excision of Right Main Bronchus, Perc Approach, Diagn","Excision of Right Main Bronchus, Percutaneous Approach, Diagnostic"
"0BB33ZZ",1,"Excision of Right Main Bronchus, Percutaneous Approach","Excision of Right Main Bronchus, Percutaneous Approach"
"0BB34ZX",1,"Excision of Right Main Bronchus, Perc Endo Approach, Diagn","Excision of Right Main Bronchus, Percutaneous Endoscopic Approach, Diagnostic"
"0BB34ZZ",1,"Excision of Right Main Bronchus, Perc Endo Approach","Excision of Right Main Bronchus, Percutaneous Endoscopic Approach"
"0BB37ZX",1,"Excision of Right Main Bronchus, Via Opening, Diagn","Excision of Right Main Bronchus, Via Natural or Artificial Opening, Diagnostic"
"0BB37ZZ",1,"Excision of Right Main Bronchus, Via Opening","Excision of Right Main Bronchus, Via Natural or Artificial Opening"
"0BB38ZX",1,"Excision of Right Main Bronchus, Endo, Diagn","Excision of Right Main Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BB38ZZ",1,"Excision of Right Main Bronchus, Endo","Excision of Right Main Bronchus, Via Natural or Artificial Opening Endoscopic"
"0BB40ZX",1,"Excision of Right Upper Lobe Bronchus, Open Approach, Diagn","Excision of Right Upper Lobe Bronchus, Open Approach, Diagnostic"
"0BB40ZZ",1,"Excision of Right Upper Lobe Bronchus, Open Approach","Excision of Right Upper Lobe Bronchus, Open Approach"
"0BB43ZX",1,"Excision of Right Upper Lobe Bronchus, Perc Approach, Diagn","Excision of Right Upper Lobe Bronchus, Percutaneous Approach, Diagnostic"
"0BB43ZZ",1,"Excision of Right Upper Lobe Bronchus, Percutaneous Approach","Excision of Right Upper Lobe Bronchus, Percutaneous Approach"
"0BB44ZX",1,"Excision of R Up Lobe Bronc, Perc Endo Approach, Diagn","Excision of Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach, Diagnostic"
"0BB44ZZ",1,"Excision of Right Upper Lobe Bronchus, Perc Endo Approach","Excision of Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
"0BB47ZX",1,"Excision of Right Upper Lobe Bronchus, Via Opening, Diagn","Excision of Right Upper Lobe Bronchus, Via Natural or Artificial Opening, Diagnostic"
"0BB47ZZ",1,"Excision of Right Upper Lobe Bronchus, Via Opening","Excision of Right Upper Lobe Bronchus, Via Natural or Artificial Opening"
"0BB48ZX",1,"Excision of Right Upper Lobe Bronchus, Endo, Diagn","Excision of Right Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BB48ZZ",1,"Excision of Right Upper Lobe Bronchus, Endo","Excision of Right Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
"0BB50ZX",1,"Excision of Right Middle Lobe Bronchus, Open Approach, Diagn","Excision of Right Middle Lobe Bronchus, Open Approach, Diagnostic"
"0BB50ZZ",1,"Excision of Right Middle Lobe Bronchus, Open Approach","Excision of Right Middle Lobe Bronchus, Open Approach"
"0BB53ZX",1,"Excision of Right Middle Lobe Bronchus, Perc Approach, Diagn","Excision of Right Middle Lobe Bronchus, Percutaneous Approach, Diagnostic"
"0BB53ZZ",1,"Excision of Right Middle Lobe Bronchus, Perc Approach","Excision of Right Middle Lobe Bronchus, Percutaneous Approach"
"0BB54ZX",1,"Excision of R Mid Lobe Bronc, Perc Endo Approach, Diagn","Excision of Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach, Diagnostic"
"0BB54ZZ",1,"Excision of Right Middle Lobe Bronchus, Perc Endo Approach","Excision of Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach"
"0BB57ZX",1,"Excision of Right Middle Lobe Bronchus, Via Opening, Diagn","Excision of Right Middle Lobe Bronchus, Via Natural or Artificial Opening, Diagnostic"
"0BB57ZZ",1,"Excision of Right Middle Lobe Bronchus, Via Opening","Excision of Right Middle Lobe Bronchus, Via Natural or Artificial Opening"
"0BB58ZX",1,"Excision of Right Middle Lobe Bronchus, Endo, Diagn","Excision of Right Middle Lobe Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BB58ZZ",1,"Excision of Right Middle Lobe Bronchus, Endo","Excision of Right Middle Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
"0BB60ZX",1,"Excision of Right Lower Lobe Bronchus, Open Approach, Diagn","Excision of Right Lower Lobe Bronchus, Open Approach, Diagnostic"
"0BB60ZZ",1,"Excision of Right Lower Lobe Bronchus, Open Approach","Excision of Right Lower Lobe Bronchus, Open Approach"
"0BB63ZX",1,"Excision of Right Lower Lobe Bronchus, Perc Approach, Diagn","Excision of Right Lower Lobe Bronchus, Percutaneous Approach, Diagnostic"
"0BB63ZZ",1,"Excision of Right Lower Lobe Bronchus, Percutaneous Approach","Excision of Right Lower Lobe Bronchus, Percutaneous Approach"
"0BB64ZX",1,"Excision of R Low Lobe Bronc, Perc Endo Approach, Diagn","Excision of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach, Diagnostic"
"0BB64ZZ",1,"Excision of Right Lower Lobe Bronchus, Perc Endo Approach","Excision of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
"0BB67ZX",1,"Excision of Right Lower Lobe Bronchus, Via Opening, Diagn","Excision of Right Lower Lobe Bronchus, Via Natural or Artificial Opening, Diagnostic"
"0BB67ZZ",1,"Excision of Right Lower Lobe Bronchus, Via Opening","Excision of Right Lower Lobe Bronchus, Via Natural or Artificial Opening"
"0BB68ZX",1,"Excision of Right Lower Lobe Bronchus, Endo, Diagn","Excision of Right Lower Lobe Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BB68ZZ",1,"Excision of Right Lower Lobe Bronchus, Endo","Excision of Right Lower Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
"0BB70ZX",1,"Excision of Left Main Bronchus, Open Approach, Diagnostic","Excision of Left Main Bronchus, Open Approach, Diagnostic"
"0BB70ZZ",1,"Excision of Left Main Bronchus, Open Approach","Excision of Left Main Bronchus, Open Approach"
"0BB73ZX",1,"Excision of Left Main Bronchus, Percutaneous Approach, Diagn","Excision of Left Main Bronchus, Percutaneous Approach, Diagnostic"
"0BB73ZZ",1,"Excision of Left Main Bronchus, Percutaneous Approach","Excision of Left Main Bronchus, Percutaneous Approach"
"0BB74ZX",1,"Excision of Left Main Bronchus, Perc Endo Approach, Diagn","Excision of Left Main Bronchus, Percutaneous Endoscopic Approach, Diagnostic"
"0BB74ZZ",1,"Excision of Left Main Bronchus, Perc Endo Approach","Excision of Left Main Bronchus, Percutaneous Endoscopic Approach"
"0BB77ZX",1,"Excision of Left Main Bronchus, Via Opening, Diagn","Excision of Left Main Bronchus, Via Natural or Artificial Opening, Diagnostic"
"0BB77ZZ",1,"Excision of Left Main Bronchus, Via Opening","Excision of Left Main Bronchus, Via Natural or Artificial Opening"
"0BB78ZX",1,"Excision of Left Main Bronchus, Endo, Diagn","Excision of Left Main Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BB78ZZ",1,"Excision of Left Main Bronchus, Endo","Excision of Left Main Bronchus, Via Natural or Artificial Opening Endoscopic"
"0BB80ZX",1,"Excision of Left Upper Lobe Bronchus, Open Approach, Diagn","Excision of Left Upper Lobe Bronchus, Open Approach, Diagnostic"
"0BB80ZZ",1,"Excision of Left Upper Lobe Bronchus, Open Approach","Excision of Left Upper Lobe Bronchus, Open Approach"
"0BB83ZX",1,"Excision of Left Upper Lobe Bronchus, Perc Approach, Diagn","Excision of Left Upper Lobe Bronchus, Percutaneous Approach, Diagnostic"
"0BB83ZZ",1,"Excision of Left Upper Lobe Bronchus, Percutaneous Approach","Excision of Left Upper Lobe Bronchus, Percutaneous Approach"
"0BB84ZX",1,"Excision of L Up Lobe Bronc, Perc Endo Approach, Diagn","Excision of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach, Diagnostic"
"0BB84ZZ",1,"Excision of Left Upper Lobe Bronchus, Perc Endo Approach","Excision of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
"0BB87ZX",1,"Excision of Left Upper Lobe Bronchus, Via Opening, Diagn","Excision of Left Upper Lobe Bronchus, Via Natural or Artificial Opening, Diagnostic"
"0BB87ZZ",1,"Excision of Left Upper Lobe Bronchus, Via Opening","Excision of Left Upper Lobe Bronchus, Via Natural or Artificial Opening"
"0BB88ZX",1,"Excision of Left Upper Lobe Bronchus, Endo, Diagn","Excision of Left Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BB88ZZ",1,"Excision of Left Upper Lobe Bronchus, Endo","Excision of Left Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
"0BB90ZX",1,"Excision of Lingula Bronchus, Open Approach, Diagnostic","Excision of Lingula Bronchus, Open Approach, Diagnostic"
"0BB90ZZ",1,"Excision of Lingula Bronchus, Open Approach","Excision of Lingula Bronchus, Open Approach"
"0BB93ZX",1,"Excision of Lingula Bronchus, Percutaneous Approach, Diagn","Excision of Lingula Bronchus, Percutaneous Approach, Diagnostic"
"0BB93ZZ",1,"Excision of Lingula Bronchus, Percutaneous Approach","Excision of Lingula Bronchus, Percutaneous Approach"
"0BB94ZX",1,"Excision of Lingula Bronchus, Perc Endo Approach, Diagn","Excision of Lingula Bronchus, Percutaneous Endoscopic Approach, Diagnostic"
"0BB94ZZ",1,"Excision of Lingula Bronchus, Perc Endo Approach","Excision of Lingula Bronchus, Percutaneous Endoscopic Approach"
"0BB97ZX",1,"Excision of Lingula Bronchus, Via Opening, Diagn","Excision of Lingula Bronchus, Via Natural or Artificial Opening, Diagnostic"
"0BB97ZZ",1,"Excision of Lingula Bronchus, Via Opening","Excision of Lingula Bronchus, Via Natural or Artificial Opening"
"0BB98ZX",1,"Excision of Lingula Bronchus, Endo, Diagn","Excision of Lingula Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BB98ZZ",1,"Excision of Lingula Bronchus, Endo","Excision of Lingula Bronchus, Via Natural or Artificial Opening Endoscopic"
"0BBB0ZX",1,"Excision of Left Lower Lobe Bronchus, Open Approach, Diagn","Excision of Left Lower Lobe Bronchus, Open Approach, Diagnostic"
"0BBB0ZZ",1,"Excision of Left Lower Lobe Bronchus, Open Approach","Excision of Left Lower Lobe Bronchus, Open Approach"
"0BBB3ZX",1,"Excision of Left Lower Lobe Bronchus, Perc Approach, Diagn","Excision of Left Lower Lobe Bronchus, Percutaneous Approach, Diagnostic"
"0BBB3ZZ",1,"Excision of Left Lower Lobe Bronchus, Percutaneous Approach","Excision of Left Lower Lobe Bronchus, Percutaneous Approach"
"0BBB4ZX",1,"Excision of L Low Lobe Bronc, Perc Endo Approach, Diagn","Excision of Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach, Diagnostic"
"0BBB4ZZ",1,"Excision of Left Lower Lobe Bronchus, Perc Endo Approach","Excision of Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
"0BBB7ZX",1,"Excision of Left Lower Lobe Bronchus, Via Opening, Diagn","Excision of Left Lower Lobe Bronchus, Via Natural or Artificial Opening, Diagnostic"
"0BBB7ZZ",1,"Excision of Left Lower Lobe Bronchus, Via Opening","Excision of Left Lower Lobe Bronchus, Via Natural or Artificial Opening"
"0BBB8ZX",1,"Excision of Left Lower Lobe Bronchus, Endo, Diagn","Excision of Left Lower Lobe Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BBB8ZZ",1,"Excision of Left Lower Lobe Bronchus, Endo","Excision of Left Lower Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
"0BBC0ZX",1,"Excision of Right Upper Lung Lobe, Open Approach, Diagnostic","Excision of Right Upper Lung Lobe, Open Approach, Diagnostic"
"0BBC0ZZ",1,"Excision of Right Upper Lung Lobe, Open Approach","Excision of Right Upper Lung Lobe, Open Approach"
"0BBC3ZX",1,"Excision of Right Upper Lung Lobe, Perc Approach, Diagn","Excision of Right Upper Lung Lobe, Percutaneous Approach, Diagnostic"
"0BBC3ZZ",1,"Excision of Right Upper Lung Lobe, Percutaneous Approach","Excision of Right Upper Lung Lobe, Percutaneous Approach"
"0BBC4ZX",1,"Excision of Right Upper Lung Lobe, Perc Endo Approach, Diagn","Excision of Right Upper Lung Lobe, Percutaneous Endoscopic Approach, Diagnostic"
"0BBC4ZZ",1,"Excision of Right Upper Lung Lobe, Perc Endo Approach","Excision of Right Upper Lung Lobe, Percutaneous Endoscopic Approach"
"0BBC7ZX",1,"Excision of Right Upper Lung Lobe, Via Opening, Diagn","Excision of Right Upper Lung Lobe, Via Natural or Artificial Opening, Diagnostic"
"0BBC7ZZ",1,"Excision of Right Upper Lung Lobe, Via Opening","Excision of Right Upper Lung Lobe, Via Natural or Artificial Opening"
"0BBC8ZX",1,"Excision of Right Upper Lung Lobe, Endo, Diagn","Excision of Right Upper Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BBC8ZZ",1,"Excision of Right Upper Lung Lobe, Endo","Excision of Right Upper Lung Lobe, Via Natural or Artificial Opening Endoscopic"
"0BBD0ZX",1,"Excision of Right Middle Lung Lobe, Open Approach, Diagn","Excision of Right Middle Lung Lobe, Open Approach, Diagnostic"
"0BBD0ZZ",1,"Excision of Right Middle Lung Lobe, Open Approach","Excision of Right Middle Lung Lobe, Open Approach"
"0BBD3ZX",1,"Excision of Right Middle Lung Lobe, Perc Approach, Diagn","Excision of Right Middle Lung Lobe, Percutaneous Approach, Diagnostic"
"0BBD3ZZ",1,"Excision of Right Middle Lung Lobe, Percutaneous Approach","Excision of Right Middle Lung Lobe, Percutaneous Approach"
"0BBD4ZX",1,"Excision of R Mid Lung Lobe, Perc Endo Approach, Diagn","Excision of Right Middle Lung Lobe, Percutaneous Endoscopic Approach, Diagnostic"
"0BBD4ZZ",1,"Excision of Right Middle Lung Lobe, Perc Endo Approach","Excision of Right Middle Lung Lobe, Percutaneous Endoscopic Approach"
"0BBD7ZX",1,"Excision of Right Middle Lung Lobe, Via Opening, Diagn","Excision of Right Middle Lung Lobe, Via Natural or Artificial Opening, Diagnostic"
"0BBD7ZZ",1,"Excision of Right Middle Lung Lobe, Via Opening","Excision of Right Middle Lung Lobe, Via Natural or Artificial Opening"
"0BBD8ZX",1,"Excision of Right Middle Lung Lobe, Endo, Diagn","Excision of Right Middle Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BBD8ZZ",1,"Excision of Right Middle Lung Lobe, Endo","Excision of Right Middle Lung Lobe, Via Natural or Artificial Opening Endoscopic"
"0BBF0ZX",1,"Excision of Right Lower Lung Lobe, Open Approach, Diagnostic","Excision of Right Lower Lung Lobe, Open Approach, Diagnostic"
"0BBF0ZZ",1,"Excision of Right Lower Lung Lobe, Open Approach","Excision of Right Lower Lung Lobe, Open Approach"
"0BBF3ZX",1,"Excision of Right Lower Lung Lobe, Perc Approach, Diagn","Excision of Right Lower Lung Lobe, Percutaneous Approach, Diagnostic"
"0BBF3ZZ",1,"Excision of Right Lower Lung Lobe, Percutaneous Approach","Excision of Right Lower Lung Lobe, Percutaneous Approach"
"0BBF4ZX",1,"Excision of Right Lower Lung Lobe, Perc Endo Approach, Diagn","Excision of Right Lower Lung Lobe, Percutaneous Endoscopic Approach, Diagnostic"
"0BBF4ZZ",1,"Excision of Right Lower Lung Lobe, Perc Endo Approach","Excision of Right Lower Lung Lobe, Percutaneous Endoscopic Approach"
"0BBF7ZX",1,"Excision of Right Lower Lung Lobe, Via Opening, Diagn","Excision of Right Lower Lung Lobe, Via Natural or Artificial Opening, Diagnostic"
"0BBF7ZZ",1,"Excision of Right Lower Lung Lobe, Via Opening","Excision of Right Lower Lung Lobe, Via Natural or Artificial Opening"
"0BBF8ZX",1,"Excision of Right Lower Lung Lobe, Endo, Diagn","Excision of Right Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BBF8ZZ",1,"Excision of Right Lower Lung Lobe, Endo","Excision of Right Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic"
"0BBG0ZX",1,"Excision of Left Upper Lung Lobe, Open Approach, Diagnostic","Excision of Left Upper Lung Lobe, Open Approach, Diagnostic"
"0BBG0ZZ",1,"Excision of Left Upper Lung Lobe, Open Approach","Excision of Left Upper Lung Lobe, Open Approach"
"0BBG3ZX",1,"Excision of Left Upper Lung Lobe, Perc Approach, Diagn","Excision of Left Upper Lung Lobe, Percutaneous Approach, Diagnostic"
"0BBG3ZZ",1,"Excision of Left Upper Lung Lobe, Percutaneous Approach","Excision of Left Upper Lung Lobe, Percutaneous Approach"
"0BBG4ZX",1,"Excision of Left Upper Lung Lobe, Perc Endo Approach, Diagn","Excision of Left Upper Lung Lobe, Percutaneous Endoscopic Approach, Diagnostic"
"0BBG4ZZ",1,"Excision of Left Upper Lung Lobe, Perc Endo Approach","Excision of Left Upper Lung Lobe, Percutaneous Endoscopic Approach"
"0BBG7ZX",1,"Excision of Left Upper Lung Lobe, Via Opening, Diagn","Excision of Left Upper Lung Lobe, Via Natural or Artificial Opening, Diagnostic"
"0BBG7ZZ",1,"Excision of Left Upper Lung Lobe, Via Opening","Excision of Left Upper Lung Lobe, Via Natural or Artificial Opening"
"0BBG8ZX",1,"Excision of Left Upper Lung Lobe, Endo, Diagn","Excision of Left Upper Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BBG8ZZ",1,"Excision of Left Upper Lung Lobe, Endo","Excision of Left Upper Lung Lobe, Via Natural or Artificial Opening Endoscopic"
"0BBH0ZX",1,"Excision of Lung Lingula, Open Approach, Diagnostic","Excision of Lung Lingula, Open Approach, Diagnostic"
"0BBH0ZZ",1,"Excision of Lung Lingula, Open Approach","Excision of Lung Lingula, Open Approach"
"0BBH3ZX",1,"Excision of Lung Lingula, Percutaneous Approach, Diagnostic","Excision of Lung Lingula, Percutaneous Approach, Diagnostic"
"0BBH3ZZ",1,"Excision of Lung Lingula, Percutaneous Approach","Excision of Lung Lingula, Percutaneous Approach"
"0BBH4ZX",1,"Excision of Lung Lingula, Perc Endo Approach, Diagn","Excision of Lung Lingula, Percutaneous Endoscopic Approach, Diagnostic"
"0BBH4ZZ",1,"Excision of Lung Lingula, Percutaneous Endoscopic Approach","Excision of Lung Lingula, Percutaneous Endoscopic Approach"
"0BBH7ZX",1,"Excision of Lung Lingula, Via Opening, Diagn","Excision of Lung Lingula, Via Natural or Artificial Opening, Diagnostic"
"0BBH7ZZ",1,"Excision of Lung Lingula, Via Natural or Artificial Opening","Excision of Lung Lingula, Via Natural or Artificial Opening"
"0BBH8ZX",1,"Excision of Lung Lingula, Endo, Diagn","Excision of Lung Lingula, Via Natural or Artificial Opening Endoscopic, Diagnostic"
"0BBH8ZZ",1,"Excision of Lung Lingula, Endo","Excision of Lung Lingula, Via Natural or Artificial Opening Endoscopic"
"0BBJ0ZX",1,"Excision of Left Lower Lung Lobe, Open Approach, Diagnostic","Excision of Left Lower Lung Lobe, Open Approach, Diagnostic"
"0BBJ0ZZ",1,"Excision of Left Lower Lung Lobe, Open Approach","Excision of Left Lower Lung Lobe, Open Approach"
"0BBJ3ZX",1,"Excision of Left Lower Lung Lobe, Perc Approach, Diagn","Excision of Left Lower Lung Lobe, Percutaneous Approach, Diagnostic"
